word length 3
top 50 O/E
word,O/E,obs,E
IEAT,0.05100109048321673,1,19.607423890849486
AIET,0.05100109048321673,1,19.607423890849486
ETIA,0.051001090483216716,1,19.60742389084949
TEAO,0.0501591548901895,1,19.9365400431734
HEET,0.04974002264322153,1,20.104534474639568
EEEM,0.049490882972949644,1,20.205741743314068
ELAE,0.049108950765075196,1,20.36288669215816
AEAN,0.04903790421503464,1,20.39238862278718
HEAE,0.046183461791652745,1,21.652772685410543
REEE,0.04478994561313176,2,44.65287851150302
AETT,0.04409331537036279,1,22.67917464587268
EERN,0.04337092606058816,1,23.056920633952423
RNEE,0.04337092606058816,1,23.056920633952423
EENN,0.04213859187707371,1,23.731215388430403
EEIR,0.04188193719310365,1,23.87664150751512
CEEE,0.041442661340021836,1,24.129724483554924
EORE,0.04119054229754925,1,24.277417684289578
EROE,0.04119054229754925,1,24.277417684289578
AEAT,0.040940511030345475,1,24.425684360871582
ATAE,0.04094051103034547,1,24.425684360871585
NEEI,0.04069191088832139,1,24.574908825110022
ENIE,0.04069191088832139,1,24.574908825110022
ENOE,0.0400201611708042,1,24.987405616185455
EEIS,0.038728043299128545,1,25.821082471845457
OESE,0.0380887134771012,1,26.25449663982997
ESOE,0.038088713477101195,1,26.254496639829974
ETNE,0.03518044894377108,1,28.424878875147396
EEED,0.03476420239935032,1,28.765222009485488
IETE,0.03397265142620819,1,29.43544168673718
EAER,0.03362022057529837,1,29.744004735493178
SETE,0.03348257479764061,1,29.866281373034262
EEOT,0.03341182450752409,1,29.929523895793466
TOEE,0.033411824507524085,1,29.92952389579347
EEEL,0.03271226655041306,1,30.569572379183644
ELEE,0.03271226655041306,1,30.569572379183644
ANEE,0.03266494129409609,1,30.613861846454363
EAES,0.03108847024346344,1,32.16626589113875
EHEE,0.03076355101896765,1,32.50600034383019
ETET,0.029371270675009376,1,34.04687563792916
EAEA,0.025321168606188396,1,39.492648050833004
EERE,0.02239497280656588,1,44.65287851150302
EEEI,0.021011638914928934,1,47.59267014099943

word length 5
top 50 O/E
word,O/E,obs,E
MOZZA,97347.56359332867,17,0.00017463200282051054
QUEIJ,96062.0056866256,12,0.00012491931554236454
PIZZA,93948.2170600415,12,0.0001277299386355667
FUZZY,93504.51487983085,1,1.0694670747024029e-05
FMOZZ,83189.04567757765,4,4.808325383973168e-05
JACKJ,77619.83225318578,1,1.2883305348279165e-05
JJACK,77619.83225318578,1,1.2883305348279165e-05
UZZYM,75542.97285441683,1,1.3237498634415102e-05
DMOZZ,70815.11408878889,6,8.472767540100442e-05
QUICK,62621.060136151464,21,0.00033535043888336524
BRUZZ,61982.311904521186,2,3.226727010571727e-05
XQUIS,47162.95785562575,5,0.0001060154033448431
ACKQQ,46406.281602737814,1,2.1548806874046193e-05
SIZZL,42525.45485174575,9,0.0002116379479390926
TYQQU,41877.87551598767,1,2.3878957269888995e-05
YJACK,41637.60995937893,8,0.0001921339867443085
OZZAR,41459.25416368089,16,0.0003859210765546359
KQQUE,39008.46030406525,1,2.5635464517316144e-05
YQQUA,38883.481772434956,1,2.5717861529286043e-05
DFUZZ,36971.08827248884,1,2.7048162408141127e-05
ZZLIN,34752.578072657445,7,0.00020142390545429618
JOVEJ,34488.64141911226,1,2.8995053410420478e-05
IZZLI,33559.470003111404,7,0.00020858493889656208
GQUIZ,32226.030464017178,1,3.103081532541143e-05
ZZYMO,29850.049495564603,1,3.350078197185533e-05
QUEFO,29424.92338002712,80,0.002718783630012846
OQUEF,29424.92338002712,80,0.002718783630012846
QUALQ,28933.645879167965,2,6.912367727013576e-05
EPIZZ,26075.17800154391,5,0.00019175324516304166
EXQUI,25587.944967122003,5,0.0001954045159321903
JACQU,23703.26277099879,1,4.218828478008147e-05
MIXTU,22214.74146036476,55,0.00247583345041986
QUIZM,22186.186497631228,1,4.507309086700267e-05
RJJUR,21995.093441418583,1,4.5464685233703855e-05
LEVQU,21887.77504467158,13,0.0005939388527827892
ZZARE,21132.252494753335,15,0.0007098154824585861
GOZZO,20381.083395906793,2,9.813021031068777e-05
DJJAC,20377.8645736165,1,4.907285532237336e-05
PIQUA,20127.13382430765,33,0.0016395777107690178
YPIQU,19076.036079766593,6,0.0003145307533971394
QUIZC,18578.262464026855,1,5.382634688988289e-05
ZZASB,18485.048642650465,2,0.00010819554974745424
AMOZZ,17178.98181058741,3,0.00017463200282051054
AGOZZ,16635.287644045085,2,0.00012022635513104204
JJURA,16565.6697073614,1,6.036580576972527e-05
BYJOV,16407.275430617537,1,6.094857151809037e-05
SWITZ,16349.755386325774,60,0.0036697796745131365
RUZZI,16338.294382781667,2,0.0001224117985110935
DPIZZ,16136.369874583512,1,6.197180702799244e-05
ZERQU,16104.714478073625,3,0.00018628085608623883
bottom 50 O/E
word,O/E,obs,E
ETANE,0.41046132436175914,1,2.4362831298537944
NETEA,0.41046132436175903,1,2.436283129853795
EEEDA,0.40560484546471537,1,2.465453781387315
EEITA,0.39636957216689456,1,2.5228979977780486
AAREE,0.3922576509676627,1,2.549344792977509
EAEST,0.3906516945377005,1,2.5598250666323255
ATESE,0.3906516945377005,1,2.5598250666323255
STEEA,0.39065169453770043,1,2.559825066632326
TSEEA,0.39065169453770043,1,2.559825066632326
TEEAS,0.39065169453770043,1,2.559825066632326
ETASE,0.39065169453770043,1,2.559825066632326
ETEAS,0.39065169453770043,1,2.559825066632326
ETOEA,0.38982622872779504,1,2.5652455538035963
EELEA,0.3816642667811883,1,2.6201038112203188
ETTET,0.36907369742100304,1,2.709485956294789
EEASA,0.3627189263249153,1,2.7569556684897742
EASEA,0.3627189263249153,1,2.7569556684897742
EEHEA,0.35892799189396757,1,2.7860741502028468
ERERE,0.3469270934217978,1,2.8824499987499936
TTEEA,0.34268382074148035,1,2.918141854016496
ETTEA,0.34268382074148035,1,2.918141854016496
AETTE,0.3426838207414803,1,2.9181418540164965
EREEN,0.3370695654590852,1,2.9667466377096687
ERENE,0.3370695654590852,1,2.9667466377096687
RENEE,0.3370695654590852,1,2.9667466377096687
EENEN,0.3274921276345548,1,3.053508513999732
EEIRE,0.32549746229865734,1,3.0722205725906973
REEEI,0.32549746229865734,1,3.0722205725906973
EECEE,0.3220835042773758,1,3.1047848980766424
ESEEE,0.32188458204957077,2,6.213407263141286
SEERE,0.3208019589383406,1,3.117187947696429
EAEAT,0.31818089942081107,1,3.1428662179920708
AEATE,0.318180899420811,1,3.142866217992071
ENEES,0.31168674614381003,1,3.208349448194397
EENSE,0.31168674614381003,1,3.208349448194397
ESEEI,0.30098607319755416,1,3.3224128590947912
ISEEE,0.30098607319755416,1,3.3224128590947912
SEESE,0.2966441618716498,1,3.371042240273968
SSEEE,0.2966441618716498,1,3.371042240273968
ESEEO,0.2960173384973832,1,3.3781804980617376
REETE,0.2814108898732365,1,3.5535227526214674
ENETE,0.2734149282763007,1,3.657444771960094
EETNE,0.2734149282763007,1,3.657444771960094
ENTEE,0.27341492827630065,1,3.6574447719600944
EEARE,0.26128916694385057,1,3.827177420696105
TSEEE,0.26021941338595866,1,3.842910822786289
ESETE,0.26021941338595866,1,3.842910822786289
EETOE,0.2596695572562472,1,3.851048272913947
EENEA,0.2538649405909916,1,3.9391024127712306
EETTE,0.2282672366639415,1,4.380830182266653

word length 6
top 50 O/E
word,O/E,obs,E
YJACKJ,4720765.797269891,1,2.1183003837604466e-07
ZAPIZZ,4467810.106570579,1,2.2382329959130343e-07
ZZAPIZ,4467810.106570579,1,2.2382329959130343e-07
ZZAMOZ,3267860.996441594,1,3.0601056810216527e-07
ZAMOZZ,3267860.9964415934,1,3.060105681021653e-07
FUZZYM,3201068.1646404155,1,3.1239572185503043e-07
DFUZZY,2248547.1037261602,1,4.447316217404824e-07
YJOVEJ,2097567.001621141,1,4.767428164283346e-07
DJJACK,1866560.6599736304,1,5.35744710281276e-07
ZZLING,1728118.5121350624,7,4.050648118659185e-06
ACKQQU,1678779.2913084216,1,5.956709170629638e-07
MOZZAR,1419331.4494348678,16,1.1272913036888379e-05
QUEIJO,1373154.6951047925,12,8.739000815260816e-06
OFMOZZ,1189142.6567346477,4,3.3637679864112243e-06
CKQQUE,1118262.0439052363,1,8.942447840827745e-07
JJACKS,1111883.2094416772,1,8.99375034633486e-07
GQUIZM,1103237.8524574214,1,9.064228514028385e-07
UZZYMO,1079846.158902954,1,9.260578386609515e-07
LACKQQ,1050085.2208212118,1,9.523036608571226e-07
QUALQU,1046694.6250899958,2,1.9107769850523863e-06
FMOZZA,970592.6696986909,4,4.121193292384696e-06
BAGOZZ,917251.5124837783,2,2.1804270396723606e-06
JACKJA,905614.9111287394,1,1.104222101150721e-06
BRUZZI,900875.6298467938,2,2.2200622746783894e-06
KSQUIZ,850335.3369848394,1,1.1760066370355122e-06
DMOZZA,826222.1315153374,6,7.261969597686358e-06
YOYOZZ,758036.7938365703,1,1.3191971789902272e-06
JULYEQ,757985.4458518754,1,1.3192865449759822e-06
KQUEIJ,733252.9866948863,1,1.3637857849136994e-06
ABRUZZ,723167.0599837311,2,2.765612692653608e-06
PIZZAP,720777.9843035608,2,2.774779534827864e-06
NDMOZZ,710564.8200674687,4,5.629324569741853e-06
XQUISI,685485.2305134077,5,7.294103180392597e-06
ZZYMOL,675449.4161890533,1,1.4804957647932992e-06
QUICKL,674759.3263963636,10,1.48200989727793e-05
YQQUAR,602355.4228028918,1,1.660149410371008e-06
KQQUEI,566964.5123904306,1,1.7637788223883877e-06
GOZZOB,561895.2906307455,1,1.7796910148107275e-06
PIZZAS,560742.8865887284,5,8.91674262765495e-06
GOZZOG,506738.3409685237,1,1.9734050478373325e-06
IZZLIN,505107.8234744174,7,1.3858427200454033e-05
TYQQUA,488602.2993448946,1,2.046654306254339e-06
NGQUIZ,485038.05648274056,1,2.0616938952203303e-06
SIZZLI,480730.3769029945,7,1.4561176776670623e-05
ZZAREL,478182.37663095794,15,3.136878465844508e-05
KEPIZZ,477684.0211462254,1,2.0934340604495264e-06
BYJULY,466357.7656897509,1,2.1442765052298066e-06
KJACKW,464555.77435173665,1,2.1525940591212063e-06
PIZZAW,463986.84990667255,1,2.1552334946586146e-06
QUEFOR,455830.120030144,80,0.00017550397940949933
bottom 50 O/E
word,O/E,obs,E
TENSEE,3.9165952712895984,1,0.2553238031334126
NESTEE,3.9165952712895975,1,0.25532380313341263
EETNES,3.9165952712895975,1,0.25532380313341263
ESEENT,3.9165952712895975,1,0.25532380313341263
ENSEET,3.9165952712895975,1,0.25532380313341263
ENTOEE,3.9083193172034068,1,0.2558644570309953
EETONE,3.908319317203406,1,0.25586445703099536
EESEED,3.8702550653935717,1,0.2583809033522468
ITESEE,3.7821326880086743,1,0.2644010886160921
ETIESE,3.7821326880086743,1,0.2644010886160921
ESEEIT,3.7821326880086734,1,0.26440108861609213
EETOEI,3.774140859824819,1,0.26496096386991136
EARSEE,3.742897003258427,1,0.2671727272028691
SEAREE,3.742897003258426,1,0.26717272720286916
ESEERA,3.742897003258426,1,0.26717272720286916
ERSEEA,3.742897003258426,1,0.26717272720286916
TSSEEE,3.727573071413526,1,0.2682710656080558
ESSEET,3.727573071413526,1,0.2682710656080558
SETSEE,3.727573071413526,1,0.2682710656080558
ESESET,3.727573071413526,1,0.2682710656080558
SESTEE,3.727573071413525,1,0.26827106560805586
STESEE,3.727573071413525,1,0.26827106560805586
OTSEEE,3.7196965303223184,1,0.2688391356252248
ESEETO,3.7196965303223184,1,0.2688391356252248
OTESEE,3.719696530322318,1,0.2688391356252249
ESEEOT,3.719696530322318,1,0.2688391356252249
NESEEA,3.636546958621483,1,0.27498613695313673
ESEENA,3.636546958621483,1,0.27498613695313673
EENEAS,3.6365469586214823,1,0.2749861369531368
EETERT,3.5361547265098703,1,0.2827930555479354
EEASIE,3.5116988534667137,1,0.28476245877769674
ESSEEA,3.461040413150692,1,0.2889304603899927
ASEESE,3.461040413150692,1,0.2889304603899927
SESEEA,3.4610404131506916,1,0.28893046038999276
EEATER,3.2833090542108274,1,0.3045707801151113
TTESEE,3.2698667382377535,1,0.30582286070133097
ESTEET,3.2698667382377535,1,0.30582286070133097
ETTESE,3.2698667382377535,1,0.30582286070133097
SEETTE,3.269866738237753,1,0.305822860701331
EESEAT,3.0360614560311086,1,0.3293740968297954
EEASTE,3.0360614560311086,1,0.3293740968297954
EEATSE,3.0360614560311086,1,0.3293740968297954
ETASEE,3.0360614560311086,1,0.3293740968297954
EESEER,2.4932042435002812,1,0.4010902847638632
ERESEE,2.4932042435002812,1,0.4010902847638632
EAEATE,2.4728339292628063,1,0.4043943219018015
NESEEE,2.4223627583206357,1,0.41282008508637874
SESEEE,2.3054550091763453,1,0.4337538559719122
EESSEE,2.3054550091763453,1,0.4337538559719122
EEAREE,2.030683546824202,1,0.49244502008395435

word length 7
top 50 O/E
word,O/E,obs,E
ZZAMOZZ,1864880400.3478444,1,5.362274169504255e-10
KQQUEIJ,514247898.6656714,1,1.9445874306822033e-09
BYJOVEJ,115657543.52796143,1,8.646215106222098e-09
QQUEIJO,80252192.32126278,1,1.2460718780078117e-08
DFUZZYM,76977593.64615516,1,1.2990793198819971e-08
IZZAPIZ,64936933.13716528,1,1.539955694993657e-08
BLACKQQ,57900547.17743621,1,1.72709939499449e-08
YJACKJA,55078654.177576415,1,1.8155853931651062e-08
ZAPIZZA,52127340.85075668,1,1.9183790764678608e-08
IZZAMOZ,47496394.42271714,1,2.1054229740051764e-08
FUZZYMO,45757547.41169367,1,2.185431817406461e-08
QUICKLY,41038232.84596569,10,2.4367520983504193e-07
ZAMOZZA,38127158.48506786,1,2.6228023270909124e-08
LACKQQU,37987558.191613406,1,2.6324408506487582e-08
EYJACKJ,36688782.56662429,1,2.7256287345704892e-08
QUEIJOD,27517414.681733448,10,3.6340623258616584e-07
JULYEQU,27420647.06917405,1,3.6468869515635444e-08
ZZLINGB,27224731.167690124,2,7.346261704775135e-08
DJJACKS,26737979.16077769,1,3.7399984269077213e-08
JACKJAC,25961413.84780441,1,3.8518703405845954e-08
IZZLING,25117163.352707807,7,2.786938915713725e-07
UZZYMOL,24434849.185770635,1,4.0925155395775434e-08
KSQUIZC,24376705.067014296,1,4.102277142258922e-08
EDFUZZY,17475227.39364261,1,5.722386195465441e-08
JPEKACZ,17471432.983743314,1,5.723628971535834e-08
NGQUIZM,16604972.318781525,1,6.022292484456126e-08
LKQUEIJ,16592109.90119902,1,6.026961043259095e-08
KYPULQU,16401662.122925332,1,6.096943056778713e-08
YJOVEJE,16301842.316750797,1,6.134275995127618e-08
CKQQUEI,16253266.33021192,1,6.152609448976902e-08
ZZYMOLD,16242850.203027267,1,6.156554961109133e-08
GQUIZMO,15770191.618480042,1,6.341077040739102e-08
FMOZZAR,15035735.774715224,4,2.6603287394332783e-07
GOFMOZZ,14782928.006058615,1,6.764559765089577e-08
EDJJACK,14506510.414219582,1,6.893456602904164e-08
OFMOZZA,13874100.086890552,4,2.88306987476582e-07
CKJACKW,13317497.939936403,1,7.50891800028899e-08
BAGOZZO,13111616.939165972,2,1.5253648800749815e-07
ACKQQUE,13047113.761031387,1,7.66453039588542e-08
DMOZZAR,12799249.415867891,6,4.6877748882379697e-07
MABRUZZ,12378584.373318933,1,8.07846818215677e-08
PIZZASB,12367499.06220053,2,1.6171418246658377e-07
QUALQUA,12212114.254471237,2,1.6377180546503136e-07
OKSQUIZ,12155086.207698135,1,8.227008701646836e-08
ZSPITZK,11063605.982916392,1,9.038644376382588e-08
YOYOZZI,11017608.945484152,1,9.076379502558724e-08
OJULYEQ,10834994.193207705,1,9.229354277152127e-08
ZZARELL,10820350.806397507,15,1.386276680709029e-06
ABRUZZI,10510798.333192792,2,1.902805035925824e-07
KQUEIJO,10481456.994286226,1,9.540658331614886e-08
bottom 50 O/E
word,O/E,obs,E
REAREEA,47.22586781665782,1,0.02117483587347173
EEATERS,47.03251865981254,1,0.021261884936101906
ERTSEEA,47.03251865981253,1,0.02126188493610191
ESEETRA,47.03251865981253,1,0.02126188493610191
EEASTER,47.032518659812524,1,0.021261884936101913
ESEATER,47.032518659812524,1,0.021261884936101913
EESETAR,47.032518659812524,1,0.021261884936101913
ESTESTE,46.83996110083895,1,0.02134929185460167
STESTEE,46.83996110083895,1,0.02134929185460167
ESESETT,46.83996110083894,1,0.021349291854601674
ETOSEET,46.74098601134956,1,0.02139449946043461
TETOSEE,46.74098601134956,1,0.02139449946043461
EETHERE,46.54096119914129,1,0.021486449231702814
EATENEI,46.36498839900392,1,0.0215679984947755
ENEAREA,45.88399996778365,1,0.02179408945824527
EESETEL,45.76234958040305,1,0.02185202484507555
EEATENS,45.69614460129464,1,0.0218836842522524
SEATENE,45.69614460129464,1,0.0218836842522524
ANESTEE,45.696144601294634,1,0.021883684252252403
EEATENO,45.59958645105418,1,0.021930023446010482
ESEEITA,44.127327497799136,1,0.022661694163324878
EESEITA,44.127327497799136,1,0.022661694163324878
EISEATE,44.127327497799136,1,0.022661694163324878
ESEEATI,44.12732749779913,1,0.02266169416332488
SEAREEA,43.66955246625043,1,0.022899250015736703
ATESSEE,43.49076335046456,1,0.022993388088905966
ASTESEE,43.49076335046455,1,0.022993388088905973
EESETAS,43.49076335046455,1,0.022993388088905973
ESETOEA,43.39886527682384,1,0.023042077105505033
HEESETE,43.036222326416144,1,0.023236240216794962
EETTEDE,42.66127547260557,1,0.02344046184559433
EESELEA,42.490204286845426,1,0.023534836247176876
EESEANA,42.428733162374854,1,0.023568933726420674
ETREATE,41.2574255245784,1,0.02423806108319258
EEATENT,40.08514398909279,1,0.024946898039635356
AREEATE,38.30739581691748,1,0.026104619713104477
EAEATEN,37.21893592835854,1,0.026868043780855687
ETTETTE,36.043279660299454,1,0.02774442307761102
EESESER,35.714479864380486,1,0.027999847787153156
EINESEE,35.20758598036477,1,0.028402969762189853
NESESEE,34.699694652696735,1,0.028818697398026918
EESEONE,34.62637252981729,1,0.028879721638149797
REEAREE,31.457914535444427,1,0.031788502663559426
EREAREE,31.45791453544442,1,0.03178850266355943
EESEENT,30.438941155037718,1,0.03285265393781602
ESEAREE,29.08899534927875,1,0.03437726150362888
EESEERA,29.088995349278747,1,0.03437726150362889
EESSEEA,26.898466186528672,1,0.037176840979164134
ETTESEE,25.412705254393554,1,0.03935039540220189
EESEATE,23.59562058419689,1,0.042380745885944086

word length 8
top 50 O/E
word,O/E,obs,E
ZZAPIZZA,29747671758.86736,1,3.3616076179202637e-11
IZZAMOZZ,27104915155.02228,1,3.6893677559241856e-11
ZZAMOZZA,21758144137.054108,1,4.595980216423884e-11
CKQQUEIJ,14742030363.777906,1,6.7833261452036e-11
KQQUEIJO,7350897073.8911915,1,1.3603781823470027e-10
PIZZAPIZ,2989207027.3842163,1,3.3453688247049125e-10
JACKJACK,2377999598.116161,1,4.2052151766223803e-10
PIZZAMOZ,2186376059.4283633,1,4.5737785852880857e-10
BLACKQQU,2094592287.9762774,1,4.774198805850495e-10
QQUEIJOD,1929862262.2338948,1,5.181716952392545e-10
RBYJOVEJ,1791684935.5511804,1,5.581338438235892e-10
YJACKJAC,1578948974.5873363,1,6.33332689082846e-10
DFUZZYMO,1100353291.393004,1,9.087990264781589e-10
FUZZYMOL,1035405609.315661,1,9.658050825713974e-10
BYJOVEJE,898865702.9292814,1,1.1125132450166201e-09
ZAPIZZAT,655022066.9012625,1,1.5266661239837882e-09
EDFUZZYM,598253401.4811392,1,1.6715324936293346e-09
ZAMOZZAR,590638996.8982295,1,1.6930815697093327e-09
UZZYMOLD,587596325.5710515,1,1.7018486271645026e-09
REYJACKJ,568356693.5903444,1,1.7594584726062398e-09
ZZLINGBU,492436727.50897264,1,2.0307177432897288e-09
QUICKLYW,486426271.3267662,2,4.111620029372266e-09
QUICKLYB,452560628.3918071,2,4.419297381451592e-09
EBLACKQQ,449990674.6338064,1,2.222268274367642e-09
EYJACKJA,428059525.50563073,1,2.3361236940558304e-09
QUIZCOMP,418503863.7694973,1,2.389464199907072e-09
IZZLINGB,395695095.6645215,2,5.054396736055686e-09
OJULYEQU,391963399.0299282,1,2.551258618725381e-09
QUICKLYK,375899794.1606985,1,2.660283446637102e-09
